OBJECTID,NAME,TYPE,TSA,STREET,CITY,COUNTY,ADDRESS,ZIP,LATITUDE,LONGITUDE,PFIZER_AVAILABLE,MODERNA_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE2,JJ_AVAILABLE,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,PublicPhone,WEBSITE,RemoveRecord,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
329,Burleson Pharmacy,Pharmacy,,Sw Wilshire Blvd,Burleson,Johnson,344 Sw Wilshire Blvd Ste P,76028,32.5409876708749,-97.332674830806,0,280,0,0,0,280,0,,,,04/16/2021      ,10:38:41        ,-97.332675,32.540988
330,PERRYTON HEALTH CENTER,Community Clinic,, GARRETT DR,PERRYTON,OCHILTREE,3101 GARRETT DR,79070,36.3700259,-100.7987427,0,160,0,160,0,160,160,+18064357224,http://www.ochiltreehospital.com/perryton-health-center,,04/16/2021      ,17:09:28        ,-100.798743,36.370026
331,MCCAMEY COUNTY HOSPITAL DISTRICT,Hospital,J,2500 S Highway 305,Mccamey,Upton,"2500 S Hwy 305,  McCAMEY, TX, 79752",79752,31.156902,-102.19598,0,0,152,60,110,110,212,(432) 652-4030,http://www.mccameyhospital.org/getpage.php?name=contact,,04/07/2021      ,13:13:19        ,-102.19598,31.156902
332,Pattison First Family Clinic,Other,,3603 Front Street,Brookshire,Waller,"3603 S Front St #103, Brookshire, TX 77423",77423,29.7859915103912,-95.947917543398,0,0,0,0,50,50,0,+12819344444,http://www.pffclinic.com/,,04/16/2021      ,13:12:52        ,-95.947918,29.785992
333,COSTCO PHARMACY 1049,Federal Allocation,,1225 State Hwy 276,Rockwall,Rockwall,1225 State Hwy 276,75032,32.9084619855242,-96.4448516938094,0,50,0,0,0,50,0,,,,04/16/2021      ,18:04:08        ,-96.444852,32.908462
334,Northeast Family Practice,Other,,,El Paso,,4875 Maxwell Ave. ,El Paso,31.86732,-106.42879,0,70,0,90,0,70,90,,,,04/16/2021      ,12:57:32        ,-106.42879,31.86732
335,Walgreens Pharmacy 12522,Pharmacy,,,,,"1620 S BROADWAY AVE Tyler, TX 75701",,32.3312190570206,-95.3005582158066,3624,0,0,0,100,3724,0,(903) 533-0367,https://www.walgreens.com/locator/walgreens-1620+s+broadway+ave-tyler-tx-75701/id=12522,,04/16/2021      ,09:27:30        ,-95.300558,32.331219
336,Walgreens Pharmacy 01970,Pharmacy,,3407 Wells Branch Pkwy,Austin,Travis,3407 Wells Branch Pkwy,78728,30.4398786604589,-97.6963787049504,2070,0,0,0,75,2145,0,512-388-1539,https://www.walgreens.comocator/walgreens-29+new+derby+st-salem-ma-01970/id=2063,,04/15/2021      ,16:04:49        ,-97.696379,30.439879
337,Denton County Public Health,Vaccine Hub,E,"535 S Loop 288 #1003, Denton, TX 76205",Denton,Denton,535 S Loop 288,76205,33.2039740510303,-97.0908801616591,0,0,0,0,0,0,0, 940 349 2585,https://utswmed.org/covid-19/covid-19-vaccination/,,04/16/2021      ,07:36:51        ,-97.09088,33.203974
338,Dept of Public Health - Bell County,Vaccine Hub,,820 N 31st St,Temple,Bell,"820 North 31st Street, Temple, TX, USA",76504,31.1096332,-97.3546731,0,0,0,0,0,0,0,(254) 778-4766,https://www.bellcountyhealth.org/,,04/15/2021      ,14:24:05        ,-97.354673,31.109633
339,Brownsville Pharmacy 1 LLC,Pharmacy,,,Brownsville,,1205 Central Blvd,78520,25.9232887,-97.5120759,0,0,0,120,10,10,120,(956)548-0801,,,04/17/2021      ,17:34:48        ,-97.512076,25.923289
340,Costco Pharmacy 1163,Federal Allocation,,,Lubbock,,6020 34th Street,79407,,,0,0,0,0,165,165,0,,,,04/16/2021      ,17:04:28        ,,
341,Marfa Community Health Clinic,Community Clinic,J,406 South Summer St,Marfa,Presidio,406 S. Summer St,79843,30.30643,-104.02583,0,100,0,0,0,100,0,,,,04/13/2021      ,08:17:02        ,-104.02583,30.30643
342,Central Teen Health Center,Other,,3014 Sealy St Rm 157,Galveston,Galveston,3014 Sealy St Rm 157 Galveston 77550,77550,29.2993512220128,-94.8016524170457,0,174,0,0,0,174,0,,,,04/14/2021      ,11:42:26        ,-94.801652,29.299351
343,MEDICAL CENTER OF SOUTHEAST TEXAS,Hospital,R,2555 Jimmy Johnson Blvd,Port Arthur,Jefferson,2555 Jimmy Johnson Blvd,77640,29.933825070008,-93.9886543964915,0,20,0,310,0,20,310,(409) 724-7389,https://www.medicalcentersetexas.org/,,04/14/2021      ,11:19:31        ,-93.988654,29.933825
344,Clifton Medical Clinic,Medical Practice,,Posey Ave,Clifton,Bosque,201,76634,31.7765368203522,-97.5880780618584,0,820,48,1000,0,820,1048,(254) 675-8621,,,04/16/2021      ,16:26:47        ,-97.588078,31.776537
345,"Nurses On Wheels, Inc",Other,,1101 Third Street,Corpus Christi,Nueces,1101 3RD ST Corpus Christi 78404,78404,27.7817966543966,-97.3979683017259,18,0,0,0,0,18,0,,,,04/17/2021      ,08:05:09        ,-97.397968,27.781797
346,Tlc Pharmacy And Medical Equipment 2,Federal Allocation,,,Mission,Hidalgo,1242 E Business Hwy 83 Ste 7,78572,26.2148466079544,-98.32887304571,0,40,0,0,0,40,0,,,,04/16/2021      ,15:37:24        ,-98.328873,26.214847
347,Divine Grace Pharmacy,Pharmacy,,1970 Us Highway 259 S,Diana,Upshur,1970 Us Highway 259 S,75640,32.7005419846161,-94.751223351225,0,0,0,0,160,160,0,(430) 625-2600,https://divinegracerx.com/,,04/15/2021      ,12:03:08        ,-94.751223,32.700542
348,Daniel's Pharmacy #2,Federal Allocation,,,ZAPATA,,408 N US HIGHWAY 83  ,78076,26.9003243134947,-99.2652325885628,0,0,0,0,80,80,0,,,,04/16/2021      ,15:34:31        ,-99.265233,26.900324
349,Tlc Pharmacy And Medical Equipment - Beeville,Federal Allocation,,200 S Hillside Dr,Beeville,,"200 S Hillside Dr, Beeville, TX 78102",78102,28.4075309541134,-97.7329697515127,0,0,0,0,95,95,0,,,,04/16/2021      ,15:32:22        ,-97.73297,28.407531
350,"Martin-Tipton Pharmacy, LLC",Federal Allocation,,1501 S Tyler St,Amarillo,Potter,1501 South Tyler Street,79101,35.1983161,-101.8398604,0,0,0,0,255,255,0,(806) 373-2812,,,04/15/2021      ,12:45:12        ,-101.83986,35.198316
351,Dept of Public Health - Denton County / Lewisville Office,Local Health Department,E,190 N Valley Pkwy,Lewisville,Denton,190 N Valley Pkwy,75067,33.0445919526017,-97.02071851912,0,0,0,400,0,0,400,972-434-4700,www.dentoncounty.gov/vaccine,,04/13/2021      ,08:41:03        ,-97.020719,33.044592
352,Fiesta Lifecare Pharmacy 5 LLC,Federal Allocation,,3230 Martin Luther King Jr Blvd,Dallas,Texas,3230 Martin Luther King Junior,75210,32.7729891,-96.7621979,0,200,0,0,0,200,0,,,,04/15/2021      ,11:43:34        ,-96.762198,32.772989
353,Walgreens Pharmacy 04858,Pharmacy,,,,,"6205 WESTCREEK DR Fort Worth, TX 76133",,32.6544992521293,-97.3614723844499,9099,0,0,0,75,9174,0,(817) 263-0962,https://www.walgreens.com/locator/walgreens-6205+westcreek+dr-fort+worth-tx-76133/id=4858,,04/17/2021      ,08:46:04        ,-97.361472,32.654499
354,"Remedi SeniorCare of Dallas, LLC",Federal Allocation,,2700 Research Drive,Plano,Collin,2700 Research Drive,75074,,,0,0,0,0,300,300,0,,,,04/17/2021      ,17:38:37        ,,
355,CHRISTUS ST. ELIZABETH HOSPITAL,Hospital,R,2830 Calder St,Beaumont,Jefferson,"2830 Calder St, Beaumont, TX, 77702",77702,30.085112,-94.12607,110,0,110,0,0,110,110,(409) 892-7171,https://www.christushealth.org/southeast-texas/st-elizabeth?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,04/17/2021      ,16:05:16        ,-94.12607,30.085112
356,Kaufman County Detention Center,Other,,,Kaufman,Kaufman,1900 E Hwy 175,75142,,,0,0,0,0,135,135,0,,,,04/16/2021      ,06:55:38        ,,
357,International Travel Solutions - Dallas,Medical Practice,,12810 Hillcrest Rd,Dallas,Dallas,"12810 Hillcrest Road, Dallas, TX, USA",75230,32.923762,-96.785173,0,30,0,0,0,30,0,,,,04/17/2021      ,08:15:49        ,-96.785173,32.923762
358,International Travel Solutions - Grapevine,Medical Practice,,1340 S Main St,Grapevine,Tarrant,"1340 South Main Street, Grapevine, TX, USA",76051,32.9260911,-97.0787145,0,30,0,0,0,30,0,,,,04/17/2021      ,08:14:53        ,-97.078714,32.926091
359,Walgreens Pharmacy 05958,Pharmacy,,,,,"103 W FM 544 Murphy, TX 75094",,33.0146614666455,-96.5965055374975,12,0,0,0,135,147,0,(972) 509-8910,https://www.walgreens.com/locator/walgreens-103+w+fm+544-murphy-tx-75094/id=5958,,04/15/2021      ,11:12:56        ,-96.596506,33.014661
360,Lamesa Primary Care Clinic,Other,,1502 N. Ave K,Lamesa,Dawson,"1502 North Avenue K, Lamesa, TX, USA",79331,32.7434382,-101.9661184,0,0,0,0,100,100,0,(806) 894 7842,,,04/15/2021      ,10:36:05        ,-101.966118,32.743438
361,South Plains Rural Health Services Inc,Community Clinic,,1000 Fm 300,Levelland,Hockley,1000 Fm 300,79336,33.5719943761694,-102.380041611558,0,0,0,0,100,100,0,(806) 894 7842,https://www.sprhs.org/?utm_source=gmb_auth,,04/15/2021      ,10:36:49        ,-102.380042,33.571994
362,Paris Pediatric Clinic,Other,,3150 Clarksville St,Paris,Lamar,3150 Clarksville St,75460,33.64913,-95.51918,0,0,0,0,200,200,0,,,,04/16/2021      ,08:35:25        ,-95.51918,33.64913
363,Walgreens Pharmacy 04662,Pharmacy,,,Garland,,3045 BROADWAY BLVD,75041,32.881516778547,-96.6054692183438,0,31,0,0,0,31,0,(972) 864-1608,https://www.walgreens.com/locator/walgreens-3045+broadway+blvd-garland-tx-75041/id=4662,,04/17/2021      ,22:12:06        ,-96.605469,32.881517
364,Walgreens Pharmacy 09504,Pharmacy,,FM 1464 RD ,Richmond ,,7102 FM 1464 RD ,77407,29.7006133900952,-95.6886005601505,0,200,0,0,100,300,0,,,,04/17/2021      ,18:00:58        ,-95.688601,29.700613
365,North Houston Cancer Clinics ,Medical Practice,,,huntsville,Texas,3233 woodward dr,77384,30.6930478,-95.5625893,0,381,0,258,0,381,258,,,,04/15/2021      ,18:40:15        ,-95.562589,30.693048
366,"Ricky A. Siewert, DO",Other,,3006 Garrett Dr,Perryton,Ochiltree,3006 Garrett Dr,79070,36.3700599,-100.8009338,0,70,0,100,0,70,100,,,,04/14/2021      ,17:15:57        ,-100.800934,36.37006
367,Laredo Isd,Other,,,Laredo ,Webb,2001 Cedar St ,78040,,,0,0,0,1200,0,0,1200,,,,04/16/2021      ,12:14:19        ,,
368,Teare Memorial Clinic,Medical Practice,,146 N Pioneer,Booker,Lipscomb,146 N Pioneer,79005,36.4601770699411,-100.536487717731,0,240,0,280,0,240,280,(806) 658-4531,,,04/16/2021      ,08:32:05        ,-100.536488,36.460177
369,Orange County Convention and Expo Center,Other,,,Orange,,11475 FM 1442 ORANGE 77630,77630,30.1209198443181,-93.881852929411,0,2370,0,5600,500,2870,5600,,,,04/17/2021      ,07:10:04        ,-93.881853,30.12092
370,Woodhaven Pharmacy,Pharmacy,,1201 Woodhaven Blvd,Fort Worth,Tarrant,1201 Woodhaven Boulevard,76112,32.7620743,-97.2391498,0,100,0,0,0,100,0,,,,04/17/2021      ,12:53:55        ,-97.23915,32.762074
371,Walgreens Pharmacy 04396,Pharmacy,,, Houston ,,10850 Scarsdale Blvd,77089,29.5839235948172,-95.213625201157,13,0,0,0,135,148,0,,,,04/14/2021      ,18:58:48        ,-95.213625,29.583924
372,TitaniumRx Pharmacy,Pharmacy,,THOMPSON ROAD,RICHMOND,TX,2116 Thompson Road G-1,77469,29.564991,-95.76062,0,0,0,0,270,270,0,8323631246,,,04/16/2021      ,09:43:56        ,-95.76062,29.564991
373,Valleywide Pharmacy And Dme,Federal Allocation,,,Brownsville,,680 Paredes Line Rd Suite B,78521,25.9322162337229,-97.4879705836768,0,0,0,0,20,20,0,(956) 372-1405,,,04/16/2021      ,12:09:30        ,-97.487971,25.932216
374,Valu Rite Pharmacy,Pharmacy,,709 Woodrow Wilson Ray Cir,Bridgeport,Wise,709 Woodrow Wilson Ray Circle,76426,33.2221782,-97.760303,0,0,0,0,245,245,0,(940) 683-2950,valurite_pharmacy@yahoo.com,,04/16/2021      ,14:53:44        ,-97.760303,33.222178
375,MCALLEN MEDICAL CENTER (STHS),Hospital,V,301 W Expressway 83,Mcallen,Hidalgo,301 W Expressway 83,78501,26.1882083807114,-98.219988776733,1092,0,0,0,55,1147,0,(956) 632-4880,http://www.chghospitals.com/,,04/17/2021      ,16:09:29        ,-98.219989,26.188208
376,Gatesville Drug Company,Other,,,Gatesville,Coryell,2513 S State Hwy 36,76528,31.431812335547,-97.727497861363,0,0,0,0,650,650,0,,,,04/15/2021      ,09:38:10        ,-97.727498,31.431812
377,Family Health Center Perryton,Medical Practice,,3019 S Main St,Perryton,Ochiltree,3019 S Main St,79070,36.3699638873199,-100.802558381484,0,380,0,0,0,380,0,(806) 435-7154,,,04/16/2021      ,10:08:29        ,-100.802558,36.369964
378,KERRVILLE STATE HOSP,Hospital,P,721 Thompson Dr,Kerrville,Kerr,721 Thompson Dr,78028,30.0475604133901,-99.1543832696762,0,0,0,90,0,0,90,(830) 896-2211,http://www.dshs.texas.gov/mhhospitals/kerrvillesh/,,04/13/2021      ,14:47:49        ,-99.154383,30.04756
379,DRISCOLL CHILDREN'S HOSPITAL,Vaccine Hub,U,3533 S Alameda,Corpus Christi,Nueces,3533 S Alameda,78411,27.7493555507385,-97.3850633378074,7801,0,0,100,0,7801,100,(361) 694-5000,http://www.driscollchildrens.org/,,04/16/2021      ,15:16:44        ,-97.385063,27.749356
380,Eagle Pharmacy - Lindale,Pharmacy,,1404 S Main St,Lindale,Smith,1404 S Main St,75771,32.5026727013768,-95.4067414046296,0,600,0,0,0,600,0,,http://www.eaglerx.net/,,04/14/2021      ,17:17:30        ,-95.406741,32.502673
381,Project Vida Nafzger Health Clinic,Community Clinic,,3612 Pera Ave,El Paso,El Paso,3612 Pera Ave,79905,31.7723024924156,-106.450369985053,0,380,0,0,0,380,0,(915) 533-7057,http://www.pvida.net/,,04/16/2021      ,16:36:13        ,-106.45037,31.772302
382,EDINBURG REGIONAL MEDICAL CENTER (STHS),Pharmacy,V,1102 W Trenton Road,Edinburg,Hidalgo,1102 W Trenton Road,78539,26.263257738325,-98.1827475215229,0,0,0,0,15,15,0,(956) 388-6000,https://southtexashealthsystemedinburg.com/?utm_source=google-business&utm_medium=organic&utm_campaign=homepage,,04/14/2021      ,14:36:55        ,-98.182748,26.263258
383,Wills Point ISD,Other,,447 Terrace Dr,Wills Point,Van Zandt,"447 Terrace Drive, Wills Point, TX, USA",2323,32.7045339,-96.0195387,0,150,0,0,0,150,0,,,,04/15/2021      ,09:39:26        ,-96.019539,32.704534
384,AHF Pharmacy Dallas,Federal Allocation,,3920 Cedar Springs Rd,Dallas,Dallas,3920 CEDAR SPRINGS RD Dallas 75219,75219,32.8109858592879,-96.8104735881462,0,0,0,0,100,100,0,,,,04/15/2021      ,10:02:56        ,-96.810474,32.810986
385,Giles W. Dalby Correctional Facility,Other,,,Post,Garza,805 N Ave F,79356,33.19803,-101.37271,0,0,0,0,165,165,0,,,,04/15/2021      ,22:36:06        ,-101.37271,33.19803
386,Fresenius Kidney Care San Angelo,Other,,Pulliam Street,San Angelo,Tom Green County,2018 Pulliam Street,76904,31.4708011,-100.4046882,0,0,0,0,5,5,0,(325) 481-0798,,,04/16/2021      ,13:05:58        ,-100.404688,31.470801
387,USMD HOSPITAL - ARLINGTON,Hospital,E,801 W Interstate 20,Arlington,Tarrant,801 W Interstate 20,76017,32.6788489067365,-97.1178558082869,0,0,0,0,130,130,0,(817) 472-3400,http://www.usmdarlington.com/,,04/15/2021      ,13:03:32        ,-97.117856,32.678849
388,Lifecare Pharmacy - San Antonio,Pharmacy,,315 N San Saba,San Antonio,Bexar,"315 North San Saba, San Antonio, TX, USA",78207,29.4278921,-98.5001541,0,75,0,0,85,160,0,,,,04/16/2021      ,13:35:05        ,-98.500154,29.427892
389,Walgreens Pharmacy 07334,Pharmacy,,,,,"5001 ROSS AVE Dallas, TX 75206",,32.8079647648493,-96.7750794575938,0,90,0,0,30,120,0,(214) 370-8747,https://www.walgreens.com/locator/walgreens-5001+ross+ave-dallas-tx-75206/id=7334,,04/17/2021      ,08:59:01        ,-96.775079,32.807965
390,Collin County Healthcare Services,Vaccine Hub,E,825 N. McDonald St.,McKinney,Collin,"825 N. McDonald St., Suite 145",75069,33.2055924489892,-96.6119218355515,0,0,0,0,0,0,0,214-491-4838,https://www.collincountytx.gov/healthcare_services/Pages/COVID19vaccines.aspx,,04/16/2021      ,07:56:08        ,-96.611922,33.205592
391,Tackett Pharmacy,Federal Allocation,,,Weatherford,Parker County,138 College Park Drive Suite 130,76086,32.7386629537352,-97.7955652270485,0,0,0,0,10,10,0,(817) 341-7046,,,04/17/2021      ,13:46:12        ,-97.795565,32.738663
392,Texas Oncology Pa Austin Cc,Community Clinic,,6204 Balcones Dr,Austin,Travis,6204 Balcones Dr Austin 78731,78731,30.3450365088537,-97.7526196870649,0,0,0,0,20,20,0,,,,04/16/2021      ,16:18:02        ,-97.75262,30.345037
393,Walgreens Pharmacy 02896,Pharmacy,,,Brownsville,,4490 E 14TH ST,78521,25.9209998241419,-97.4370992918029,0,0,0,0,100,100,0,(956) 542-3891,https://www.walgreens.com/locator/walgreens-4490+e+14th+st-brownsville-tx-78521/id=2896,,04/14/2021      ,11:30:54        ,-97.437099,25.921
394,Community Pharmacy Denton,Pharmacy,E,4400 Teasley Ln. Suite 100,Denton,Denton,4400 Teasley Ln. Suite 100,76210,33.1508215581206,-97.1059288311364,0,380,0,320,260,640,320,940-484-4400,https://communitypharmacy.com/,,04/16/2021      ,15:42:45        ,-97.105929,33.150822
395,RGV Hometown Pharmacy PLLC,Federal Allocation,,608 E Harrison Ave ,Harlingen,Cameron,"608 E Harrison Ave, Harlingen, Texas 78550",78550,26.1905991,-97.689917,0,50,0,0,0,50,0,(956) 496-2093,https://www.rgvhometownpharmacy.com/,,04/17/2021      ,10:18:58        ,-97.689917,26.190599
396,ODESSA REGIONAL MEDICAL CENTER HOSPITAL,Hospital,J,520 E 6th St,Odessa,Ector,520 E 6th St,79761,31.8520192531179,-102.364927950485,0,155,0,0,0,155,0,432-640-2220,http://www.mchodessa.com/,,04/16/2021      ,08:52:26        ,-102.364928,31.852019
397,Logistics Health Incorporated,Other,,3500 Camp Bowie Blvd,Fort Worth,Tarrant,3500 Camp Bowie Boulevard,76107,32.7487917,-97.3695333,0,0,0,4,0,0,4,(877)534-0319,,,04/15/2021      ,22:22:47        ,-97.369533,32.748792
398,Corpus Christi-Nueces County Public Health District,Vaccine Hub,,1702 Horne Road,Corpus Christi,Nueces,1702 Horne Road,78416,27.7578796529017,-97.430295523922,606,14230,0,5260,325,15161,5260,"361-826-7200, option 2",https://us1.quickscreen.health/corpus-christi-vaccination#/screening,,04/17/2021      ,17:49:11        ,-97.430296,27.75788
399,Jefferson County Immunization Clinic,Other,,1295 Pearl St,Beaumont,Jefferson,"1295 Pearl Street, Beaumont, TX, USA",77701,30.0776871,-94.092148,0,100,0,720,0,100,720,(409)835-8530,https://co.jefferson.tx.us/PublicHealth/PublicHealth.htm,,04/15/2021      ,22:35:22        ,-94.092148,30.077687
400,DIMMIT REGIONAL HOSPITAL,Hospital,P,704 Hospital Dr,Carrizo Springs,Dimmit,704 Hospital Dr,78834,28.5194690984298,-99.8630979097743,0,0,500,0,0,0,500, (830) 448 - 2210,http://dimmitregionalhospital.com/,,04/16/2021      ,10:32:07        ,-99.863098,28.519469
401,Austin Public Health Immunization Program Mobile,Other,,15 Waller,Austin,Travis,15 Waller,78702,30.2524173121212,-97.7354625974477,0,0,0,0,95,95,0,512-972-5560,https://austintexas.gov/covid19,,04/16/2021      ,10:36:04        ,-97.735463,30.252417
402,Kroger Pharmacy 748,Pharmacy,,10010 Cypresswood Dr,Houston,Harris,10010 Cypresswood Dr,77070,29.9816786963411,-95.5657793840235,198,0,0,0,195,393,0,(281) 807-1056,http://www.kroger.com/stores/details/034/00748?cid=loc_03400748PP_gmb,,04/16/2021      ,19:32:59        ,-95.565779,29.981679
403,Kroger Pharmacy 732,Pharmacy,,,The Woodlands,Montgomery,8000 Research Forest Dr Ste 3,77382,30.20901,-95.52816,192,0,0,0,202,394,0,,,,04/17/2021      ,18:32:05        ,-95.52816,30.20901
404,Kroger Pharmacy 395,Pharmacy,,360 Cypress Creek Pkwy,Houston,Harris,360 Cypress Creek Pkwy,77090,30.0196369830614,-95.434861767774,123,0,0,0,0,123,0,(281) 397-6622,http://www.kroger.com/stores/details/034/00395?cid=loc_03400395PP_gmb,,04/17/2021      ,21:37:27        ,-95.434862,30.019637
405,Kroger Pharmacy 390,Pharmacy,,14060 Fm 2920 Rd,Tomball,Harris,14060 Fm 2920 Rd,77377,30.092152012555,-95.6342649812038,66,0,0,0,125,191,0,(281) 516-2486,http://www.kroger.com/stores/details/011/00390?cid=loc_01100390PP_gmb,,04/17/2021      ,18:07:05        ,-95.634265,30.092152
406,Kroger Pharmacy 389,Pharmacy,,6616 Fm 1488 Rd,Magnolia,Montgomery,6616 Fm 1488 Rd,77354,30.2215756802924,-95.5664098707804,198,0,0,0,240,438,0,(936) 321-9870,http://www.kroger.com/stores/details/034/00389?cid=loc_03400389PP_gmb,,04/17/2021      ,18:34:18        ,-95.56641,30.221576
407,Kroger Pharmacy 383,Pharmacy,,2303 Boonville Rd,Bryan,Brazos,2303 Boonville Rd,77808,30.6745110129353,-96.3365689741152,426,0,0,0,45,471,0,(979) 774-8377,http://www.kroger.com/stores/details/034/00383?cid=loc_03400383PP_gmb,,04/15/2021      ,20:29:13        ,-96.336569,30.674511
408,Kroger Pharmacy 376,Pharmacy,,18518 Kuykendahl Rd,Spring,Harris,18518 Kuykendahl Rd,77379,30.0396447797883,-95.4879667668775,198,0,0,0,0,198,0,(281) 350-3591,http://www.kroger.com/stores/details/024/00376?cid=loc_02400376PP_gmb,,04/17/2021      ,17:55:10        ,-95.487967,30.039645
409,Kroger Pharmacy 373,Pharmacy,,2301 Rayford Rd,Spring,Montgomery,2301 Rayford Rd,77386,30.1229636790807,-95.4077471491917,0,0,0,0,130,130,0,(832) 813-0410,http://www.kroger.com/stores/details/011/00373?cid=loc_01100373PP_gmb,,04/16/2021      ,20:31:00        ,-95.407747,30.122964
410,Kroger Pharmacy 366,Pharmacy,,12434 State Highway 249,Houston,Harris,12434 State Highway 249,77086,29.9122039926761,-95.477890016268,192,0,0,0,50,242,0,(281) 272-0005,https://www.kroger.com/stores/details/034/00366?cid=loc_03400366_gmb,,04/16/2021      ,21:12:04        ,-95.47789,29.912204
411,KROGER PHARMACY 365,Pharmacy,,,WOODLANDS,,6700 Woodlands Pkwy Ste 600,77382,30.1827345535406,-95.5351682293551,0,0,0,0,145,145,0,,,,04/17/2021      ,09:28:34        ,-95.535168,30.182735
412,Kroger Pharmacy 361,Pharmacy,,3535 Longmire Dr,College Station,Brazos,3535 Longmire Dr,77845,30.582033181834,-96.2867621128849,376,0,0,0,0,376,0,(979) 485-8813,http://www.kroger.com/stores/details/014/00361?cid=loc_01400361PP_gmb,,04/15/2021      ,21:57:55        ,-96.286762,30.582033
