OBJECTID,NAME,UFID,TYPE,TSA,STREET,CITY,COUNTY,PFIZER_AVAILABLE,PFIZER_AVAILABLE2,MODERNA_AVAILABLE,MODERNA_AVAILABLE2,VACCINES_AVAILABLE,VACCINES_AVAILABLE2,Total_Available,PublicPhone,WEBSITE,RemoveRecord,HOURSOFOPERATION,LAST_UPDATE_VAC,LAST_UPDATE_TIME_VAC,x,y
514,ASCENSION PROVIDENCE,12957,Vaccine Hub,M,6901 Medical Pkwy,Waco,McLennan,0,80,580,0,580,80,660,254-313-4200; 254-537-6160; 254-772-7300; 254-537-6100; 254-870-6500; 254-537-6300; 254-537-6700; 254-537-6200,http://www.providencekc.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,13:46:56        ,-97.19824,31.513947
515,TERRELL STATE HOSPITAL,14024,Hospital,E,1200 E Brin St,Terrell,Kaufman,0,705,100,100,100,805,905,(972) 563-6452,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/terrell-state-hospital,,,01/16/2021      ,12:01:33        ,-96.262947,32.739217
516,SETON MEDICAL CENTER HARKER HEIGHTS,69275,Hospital,L,850 West Central Texas Expresswy,Harker Heights,Bell,0,0,0,0,0,0,0,(254) 690-0900,http://setonharkerheights.net/,,,01/16/2021      ,07:22:09        ,-97.682445,31.073886
517,CHRISTUS SANTA ROSA HEALTHCARE-WESTOVER ,45023723,Hospital,P,11212 Tx151,San Antonio,Bexar,0,1615,0,0,0,1615,1615,(210) 703-8000,https://www.christushealth.org/santa-rosa/westover-hills?utm_source=organic&utm_medium=GMB&utm_campaign=website,,,01/15/2021      ,17:52:48        ,-98.69464,29.467474
518,RICELAND MEDICAL CENTER,16504,Community Clinic,R,538 Broadway Ste 1,Winnie,Chambers,0,0,0,0,0,0,0,(409) 296-6000,http://ricelandhealthcare.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/11/2021      ,08:13:21        ,-94.37694,29.820454
519,CHI ST. LUKE'S SUGAR LAND HOSPITAL,18143,Pharmacy,Q,1317 Lake Pointe Prkwy,Sugar Land,Fort Bend,0,0,0,0,0,0,0,(281) 637-7000,https://www.stlukeshealth.org/locations/sugar-land-hospital?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthSugarLandHospital&y_source=1_MTUxNjI3NjAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,07:51:47        ,-95.621201,29.603673
520,CHI ST. LUKE'S THE VINTAGE,29975,Hospital,Q,20171 Chasewood Park Dr,Houston,Harris,12,620,0,0,12,620,632,(832) 534-5000,https://www.stlukeshealth.org/locations/vintage-hospital?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthTheVintageHospital&y_source=1_MTUxNjI3NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,01/16/2021      ,07:52:51        ,-95.567471,29.989247
521,HOUSTON METHODIST WEST HOSPITAL,30155,Hospital,Q,18500 Katy Fwy,Houston,Harris,512,0,0,0,512,0,512,(832) 522-1000,https://www.houstonmethodist.org/locations/katy-west/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,,,01/16/2021      ,17:01:04        ,-95.697898,29.785557
522,ST. DAVID'S SOUTH AUSTIN MC,2806,Hospital,O,901 W Ben White Blvd,Austin,Travis,15,975,600,0,615,975,1590,(512) 447-2211,http://www.stdavids.com/locations/st-davids-south-austin-medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/14/2021      ,21:31:49        ,-97.774447,30.227273
523,BAPTIST HEALTH SYSTEM-SLBH,4500581787548,Hospital,P,7930 Floyd Curl Dr,San Antonio,Bexar,0,100,0,0,0,100,100,,,,,01/16/2021      ,07:47:17        ,-98.575379,29.511494
524,BAYLOR UNIVERSITY MEDICAL CENTER,4390,Pharmacy,E,3500 Gaston Ave,Dallas,Dallas,0,350,0,0,0,350,350,(214) 820-0111,https://www.bswhealth.com/locations/dallas?y_source=1_MTM0MTE3MTMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,,01/16/2021      ,10:27:58        ,-96.778896,32.789428
525,BEN TAUB GENERAL,4831,Hospital,Q,1504 Taub Loop,Houston,Harris,110,1605,170,0,280,1605,1885,(713) 873-2000,http://harrishealth.org/,,,01/16/2021      ,08:10:59        ,-95.40466,29.704584
526,MEDICAL CITY - PLANO,4417,Hospital,E,3901 W 15th St,Plano,Collin,138,3510,0,0,138,3510,3648,(972) 596-6800,https://medicalcityhealthcare.com/locations/medical-city-plano/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/10/2021      ,17:15:21        ,-96.766293,33.01929
527,METROPOLITAN HOSPITAL,45038818378417,Hospital,P,1310 Mccullough Ave,San Antonio,Bexar,0,975,1051,0,1051,975,2026,,,,,01/14/2021      ,21:08:37        ,-98.491813,29.441101
528,BAPTIST HEALTH SYSTEM-BMC,4500581787738,Hospital,P,111 Dallas Street,San Antonio,Bexar,0,975,0,0,0,975,975,,,,,01/16/2021      ,07:48:37        ,-98.492003,29.43338
529,METHODIST HOSPITAL,45038818316412,Hospital,P,7700 Floyd Curl Dr, San Antonio,Bexar,0,0,0,0,0,0,0,,,,,,,-98.572099,29.50606
530,CHRISTUS SANTA ROSA HEALTHCARE-MED CTR,45023725,Hospital,P,2827 Babcock Rd,San Antonio,Bexar,0,3900,0,0,0,3900,3900,(210) 705-6300,https://www.christushealth.org/santa-rosa/medical-center?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,,01/15/2021      ,09:40:57        ,-98.57166,29.499454
531,DETAR HEALTHCARE SYSTEM,45014750,Hospital,S,506 E San Antonio,Victoria,Victoria,0,0,10,0,10,0,10,(361) 575-0228,https://www.detar.com/,,,01/14/2021      ,08:36:01        ,-96.998374,28.807674
532,LAVACA MEDICAL CENTER,6274,Hospital,S,1400 N Texana St, Hallettsville,Lavaca,0,0,0,0,0,0,0,(361) 798-3671,http://www.lavacamedcen.com/,,,01/15/2021      ,10:22:27        ,-96.93986,29.460434
533,HOUSTON METHODIST HOSPITAL - TMC,4873,Vaccine Hub,Q,6565 Fannin St,Houston,Harris,9267,0,290,0,9557,0,9557,281-626-5551,https://www.houstonmethodist.org/texas-vaccine-hub/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,16:58:38        ,-95.40466,29.704584
534,HOUSTON METHODIST BAYTOWN,4870,Hospital,Q,4401 Garth Rd,Baytown,Harris,1080,0,0,0,1080,0,1080,281-420-8600,https://www.houstonmethodist.org/locations/baytown/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,17:04:47        ,-94.977601,29.76915
535,CHI BAYLOR ST. LUKE'S MEDICAL CENTER,4872,Pharmacy,Q,6720 Bertner Ave,Houston,Harris,0,3372,620,0,620,3372,3992,(832) 355-1000,https://www.stlukeshealth.org/locations/baylor-st-lukes-medical-center?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthBaylorStLukesMedicalCenter&y_source=1_MTUxNjI3NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,,01/16/2021      ,11:28:55        ,-95.399167,29.708155
536,MEMORIAL HERMANN NORTHEAST,4868,Pharmacy,Q,18951 Memorial North Blvd,Humble,Harris,21,19,3100,0,3121,19,3140,(281) 540-7700,https://www.memorialhermann.org/locations/northeast?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,,01/15/2021      ,09:12:39        ,-95.275375,29.994876
538,HOUSTON METHODIST SUGAR LAND HOSPITAL,4866,Hospital,Q,16655 Southwest Freeway,Sugar Land,Fort Bend,846,0,0,0,846,0,846,(281) 274-7000,https://www.houstonmethodist.org/locations/sugar-land/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,,,01/16/2021      ,17:10:33        ,-95.632105,29.590347
539,HOUSTON METHODIST WILLOWBROOK,4867,Hospital,Q,18220 State Highway 249,Houston,Harris,0,810,0,0,0,810,810,(281) 737-1000,https://www.houstonmethodist.org/locations/willowbrook/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click&y_source=1_MTIzMTU0NTEtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,17:12:47        ,-95.549102,29.962833
540,CITIZENS MEDICAL CENTER,4500231720616,Hospital,S,2701 Hospital Dr,Victoria,Victoria,0,140,0,0,0,140,140,,,,,01/15/2021      ,09:48:49        ,-96.976793,28.813176
541,MATAGORDA REGIONAL MEDICAL CENTER,7813,Hospital,Q,104 7th Street,Bay City,Matagorda,0,0,0,0,0,0,0,(979) 245-6383,http://www.matagordaregional.org/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,08:36:07        ,-95.991914,28.980333
542,UTMB HEALTH ANGLETON DANBURY CAMPUS*,7858,Hospital,R,132 E Hospital Dr,Angleton,Brazoria,0,10,0,0,0,10,10,(979) 849-7721,http://www.utmbhealth.com/adc,,,01/15/2021      ,18:10:25        ,-95.405022,29.185139
543,UNIVERSITY OF TEXAS MEDICAL BRANCH,7866,Hospital,R,301 University Blvd,Galveston,Galveston,700,3165,0,0,700,3165,3865,(409) 772-2222,http://www.utmbhealth.com/,,,01/15/2021      ,18:12:33        ,-94.778708,29.31089
544,CHRISTUS ST. ELIZABETH HOSPITAL,7862,Hospital,R,2830 Calder St,Beaumont,Jefferson,80,1195,0,0,80,1195,1275,(409) 892-7171,https://www.christushealth.org/southeast-texas/st-elizabeth?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTgtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,08:18:44        ,-94.12607,30.085112
545,CHI ST. LUKE'S HEALTH BRAZOSPORT,7860,Pharmacy,R,100 Medical Dr,Lake Jackson,Brazoria,0,0,10,0,10,0,10,(979) 297-4411,https://www.stlukeshealth.org/locations/brazosport-hospital?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHITexas&utm_term=CHIStLukesHealthBrazosportHospital&y_source=1_MTUxNjI1MTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,07:11:08        ,-95.451593,29.030477
546,CORPUS CHRISTI MED CTR - DRS REGIONAL,11501,Pharmacy,U,3315 S Alameda St,Corpus Christi,Nueces,0,215,0,0,0,215,215,(361) 761-1000,https://ccmedicalcenter.com/location/bay-area?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,10:05:53        ,-97.387827,27.75352
547,BAPTIST HOSPITAL OF SE TEXAS - BEAUMONT,10574,Pharmacy,R,3080 College St, Beaumont,Jefferson,1720,0,100,0,1820,0,1820,(409) 212-5000,,,,01/14/2021      ,10:14:07        ,-94.118981,30.068467
548,BAYLOR SCOTT WHITE MC - GRAPEVINE,4439,Pharmacy,E,1650 W College St Ste 119,Grapevine,Tarrant,0,370,0,0,0,370,370,(817) 481-1588,https://www.bswhealth.com/locations/grapevine/?y_source=1_MTM0MTE2OTktNzE1LWxvY2F0aW9uLndlYnNpdGU=,,,01/16/2021      ,10:29:47        ,-97.093291,32.935527
549,HCA HOUSTON HEALTHCARE SOUTHEAST,4850,Pharmacy,Q,4000 Spencer Highway,Pasadena,Harris,0,0,40,0,40,0,40,(713) 359-2000,https://hcahoustonhealthcare.com/locations/southeast?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/15/2021      ,14:43:03        ,-95.183748,29.661165
550,MEMORIAL HERMANN THE WOODLANDS,4847,Hospital,Q,9250 Pinecroft Drive,Spring,Montgomery,415,725,0,0,415,725,1140,(713) 897-2300,https://www.memorialhermann.org/locations/woodlands?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,11:05:38        ,-95.456113,30.174349
551,MEMORIAL HERMANN GREATER HEIGHTS,4837,Pharmacy,Q,1635 North Loop West,Houston,Harris,0,312,400,0,400,312,712,(713) 867-2000,http://www.memorialhermann.org/locations/greater-heights?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/14/2021      ,07:39:34        ,-95.43055,29.812219
552,MEMORIAL HERMANN SOUTHEAST,4838,Hospital,Q,11800 Astoria Blvd,Houston,Harris,396,1182,0,0,396,1182,1578,(281) 929-6100,http://www.memorialhermann.org/locations/southeast?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,09:36:47        ,-95.208599,29.583652
553,MEMORIAL HERMANN SOUTHWEST,4839,Pharmacy,Q,7600 Beechnut St,Houston,Harris,0,105,0,0,0,105,105,(713) 456-5000,http://www.memorialhermann.org/locations/southwest?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,05:33:12        ,-95.521268,29.691681
554,ST. JOSEPH MEDICAL CENTER,4833,Hospital,Q,1401 St Joseph Pkwy,Houston,Harris,0,0,0,0,0,0,0,(816) 942-4400,https://www.stjosephkc.com/,,,01/16/2021      ,16:27:33        ,-95.366723,29.748142
555,HOUSTON METHODIST CLEAR LAKE HOSPITAL,4853,Hospital,R,18300 Houston Methodist Dr,Houston,Harris,579,0,0,0,579,0,579,(281) 333-5503,https://www.houstonmethodist.org/locations/clearlake/?utm_source=gmb&utm_medium=organic&utm_campaign=all_front_door_gmb&utm_content=website-click,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,17:06:50        ,-95.087039,29.549483
556,HCA HOUSTON HEALTHCARE CLEAR LAKE,4854,Hospital,Q,500 Medical Center Blvd,Webster,Harris,0,0,40,0,40,0,40,(281) 332-2511,https://hcahoustonhealthcare.com/locations/clear-lake/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,21:31:56        ,-95.126727,29.540503
557,MEMORIAL HERMANN,4832,Hospital,Q,6411 Fannin St,Houston,Harris,2805,4790,0,0,2805,4790,7595,(713) 704-4000,http://www.memorialhermann.org/locations/texas-medical-center/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,08:46:18        ,-95.396902,29.714621
558,MEDICAL CITY - ARLINGTON,4434,Pharmacy,E,3301 Matlock Rd,Arlington,Tarrant,0,353,390,0,390,353,743,(682) 509-6200,https://medicalcityhealthcare.com/locations/medical-city-arlington/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/16/2021      ,06:04:55        ,-97.112548,32.692476
559,BAYLOR SCOTT WHITE MC - ALL SAINTS (FORT WORTH),4426,Hospital,E,1400 8th Ave,Fort Worth,Tarrant,1407,0,450,0,1857,0,1857,(817) 926-2544,https://www.bswhealth.com/locations/fort-worth/?y_source=1_MTM0MTE3MDMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,10:11:12        ,-97.32002,32.730265
560,COOK CHILDRENS MEDICAL CENTER,4421,Hospital,E,801 7th Ave,Fort Worth,Tarrant,4165,3200,200,0,4365,3200,7565,(682) 885-4000,https://cookchildrens.org/medical-center/?utm_source=google&utm_medium=OrganicSearch&utm_campaign=yext,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,09:54:14        ,-97.341995,32.737168
561,MEDICAL CITY - MCKINNEY,4419,Hospital,E,4500 Medical Center Dr,Mckinney,Collin,0,425,0,0,0,425,425,(972) 547-8000,https://medicalcityhealthcare.com/locations/medical-city-mckinney/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,,01/15/2021      ,12:35:20        ,-96.639544,33.158474
562,HCA HOUSTON HEALTHCARE KINGWOOD,4856,Hospital,Q,22999 Us Highway 59,Kingwood,Harris,0,0,0,0,0,0,0,(281) 348-8000,https://hcahoustonhealthcare.com/locations/kingwood/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,16:33:14        ,-95.253037,30.050264
563,WADLEY REGIONAL MED CENTER,7968,Hospital,F,1000 Pine,Texarkana,Bowie,255,797,200,200,455,997,1452,(903) 798-8000,https://www.wadleyhealth.org/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,08:45:21        ,-94.046931,33.427965
564,UNITED REGIONAL HOSPITAL,6325,Hospital,C,1600 11th Street,Wichita Falls,Wichita,159,0,0,0,159,0,159,(940) 764-7000,http://www.unitedregional.org/,,,01/16/2021      ,01:44:40        ,-98.501323,33.902414
565,DEL SOL MEDICAL CENTER,6090,Hospital,I,10301 Gateway Blvd W,El Paso,El Paso,165,665,1000,0,1165,665,1830,(915) 595-9000,http://www.laspalmasdelsolhealthcare.com/locations/del-sol-medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,06:34:21        ,-106.350195,31.756047
566,LAS PALMAS MEDICAL CENTER,6091,Hospital,I,1801 N Oregon St,El Paso,El Paso,130,590,920,0,1050,590,1640,(915) 521-1200,http://www.laspalmasdelsolhealthcare.com/locations/las-palmas-medical-center?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,10:25:08        ,-106.498502,31.77014
567,MEMORIAL HERMANN MEMORIAL CITY,4865,Hospital,Q,921 Gessner Rd,Houston,Harris,1236,2109,0,0,1236,2109,3345,(713) 242-3000,https://www.memorialhermann.org/locations/memorial-city?utm_campaign=reputation-management&utm_segment=gmb_listing-link&utm_source=google&utm_medium=organic-search,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/14/2021      ,07:22:32        ,-95.544492,29.780816
568,TEXAS SCOTTISH RITE HOSPITAL,14025,Hospital,E,2222 Welborn St,Dallas,Dallas,0,528,200,0,200,528,728,(214) 559-5000,https://scottishriteforchildren.org/,,,01/16/2021      ,06:19:21        ,-96.81483,32.801991
569,SAN ANTONIO STATE HOSPITAL BH,165365,Local Health Department,P,6711 S New Braunfels Ave,San Antonio,Bexar,0,370,0,0,0,370,370,(210) 532-8811,http://www.dshs.texas.gov/mhhospitals/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,07:36:06        ,-98.458745,29.360338
570,WISE HEALTH SYSTEM - DECATUR,4450,Hospital,E,609 Medical Center Dr,Decatur,Wise,0,60,0,0,0,60,60,(972) 506-9058,https://www.wisehealthsystem.com/,,,01/16/2021      ,07:10:12        ,-97.593897,33.216306
571,BRAZOSVIEW HEALTHCARE CENTER,4751,Other,Q,2127 PRESTON ST,RICHMOND,Fort Bend,0,0,0,0,0,0,0,(281) 342-2801,,,,01/15/2021      ,10:55:10        ,-95.7818,29.5853
572,USMD HOSPITAL - ARLINGTON,8445,Hospital,E,801 W Interstate 20,Arlington,Tarrant,0,0,40,0,40,0,40,(817) 472-3400,http://www.usmdarlington.com/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/11/2021      ,09:46:45        ,-97.117856,32.678849
573,CHRISTUS SPOHN CC-SOUTH,11497,Hospital,U,5950 Saratoga Blvd,Corpus Christi,Nueces,0,0,0,0,0,0,0,(361) 985-5000,https://www.christushealth.org/spohn/south?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY2MDQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/15/2021      ,14:23:55        ,-97.377857,27.682624
574,CHRISTUS SPOHN ALICE,11498,Hospital,U,2500 E Main St,Alice,Jim Wells,0,0,0,0,0,0,0,(361) 661-8000,https://www.christushealth.org/spohn/alice?utm_source=organic&utm_medium=GMB&utm_campaign=website,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/13/2021      ,14:08:00        ,-98.044954,27.764555
575,CHRISTUS SPOHN BEEVILLE,11499,Hospital,U,1500 E Houston St,Beeville,Bee,0,0,0,0,0,0,0,(361) 354-2000,https://www.christushealth.org/spohn/beeville?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTQtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,,01/15/2021      ,16:06:08        ,-97.732787,28.407864
576,CHRISTUS SPOHN KLEBERG,11500,Community Clinic,U,1311 East General Cavazos Boulevard, Kingsville,Kleberg,0,0,0,0,0,0,0,(361) 595-1661,https://www.christushealth.org/spohn/kleberg?utm_source=organic&utm_medium=GMB&utm_campaign=website&y_source=1_MTUzNzY1NTMtNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",,,-97.847583,27.491449
577,COVENANT CHILDREN'S HOSPITAL,11654,Hospital,B,4015 22nd Pl,Lubbock,Lubbock,0,0,130,0,130,0,130,(806) 725-0000,https://www.covenantchildrens.org/,,"Monday: Open 24 hours,Tuesday: Open 24 hours,Wednesday: Open 24 hours,Thursday: Open 24 hours,Friday: Open 24 hours,Saturday: Open 24 hours,Sunday: Open 24 hours",01/16/2021      ,08:29:19        ,-101.900517,33.574071
